0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059460293	0.090621961
0.059490642	0.09102082
0.059299408	0.088512114
0.059139614	0.086424217
0.059291603	0.08840995
0.059379916	0.089566936
0.059483737	0.090930039
0.059524567	0.091466985
0.059512847	0.091312811
0.059435549	0.090296968
0.059249879	0.087864131
0.059307823	0.088622272
0.05942026	0.090096255
0.059492845	0.091049785
0.059554887	0.091866026
0.059570822	0.092075865
0.059595576	0.092401961
0.059915557	0.096633134
0.060388197	0.102935315
0.06048707	0.104261362
0.060075664	0.098761113
0.059692139	0.093675751
0.059624855	0.092787901
0.059702828	0.093816916
0.059840014	0.095631589
0.059891684	0.096316459
0.059898203	0.09640292
0.05992207	0.096719567
0.059934275	0.096881547
0.059805629	0.095176252
0.059688308	0.093625162
0.0597159	0.093989595
0.059947573	0.09705809
0.060099455	0.099077923
0.060082441	0.09885135
0.060009401	0.097879549
0.059938245	0.096934243
0.059935249	0.09689448
0.060038702	0.098269219
0.060112515	0.099251903
0.059938991	0.096944156
0.05974636	0.094392163
0.059755532	0.094513442
0.059886034	0.096241529
0.059863782	0.09594653
0.059759929	0.094571592
0.059760873	0.094584073
0.059845837	0.095708735
0.05985594	0.095842603
0.059819758	0.095363313
0.05974491	0.094372995
0.059705116	0.093847136
0.05976684	0.094662995
0.059831651	0.095520812
0.059801885	0.095126689
0.059808538	0.095214755
0.059829532	0.095492743
0.059856711	0.095852822
0.059889142	0.09628274
0.060023735	0.09807015
0.060069296	0.098676347
0.059918184	0.096667999
0.059729858	0.094174045
0.059698126	0.093754815
0.059820742	0.095376345
0.059828496	0.095479031
0.059663503	0.093297729
0.059450444	0.090492585
0.059342809	0.089080512
0.059308022	0.088624879
0.059274017	0.088179833
0.059248531	0.087846515
0.059234785	0.087666813
0.059228341	0.087582593
0.059221894	0.087498346
0.059215445	0.087414075
0.059208992	0.087329779
0.059202537	0.087245456
