23.41	1.194e-12	2.471e-14	7.568e-14	1.809e-13	9.128e-13
23.52	1.229e-12	2.742e-14	7.691e-14	1.265e-13	9.985e-13
23.63	1.346e-12	3.180e-14	7.090e-14	1.431e-13	1.100e-12
23.74	1.303e-12	2.300e-14	1.150e-13	1.415e-13	1.024e-12
23.86	1.245e-12	2.055e-14	5.801e-14	1.393e-13	1.027e-12
23.97	1.264e-12	2.453e-14	5.792e-14	1.533e-13	1.029e-12
24.08	1.304e-12	2.181e-14	7.413e-14	1.172e-13	1.091e-12
24.19	1.217e-12	2.550e-14	5.609e-14	2.007e-13	9.343e-13
24.31	1.040e-12	2.742e-14	6.470e-14	1.013e-13	8.462e-13
24.42	1.146e-12	1.940e-14	5.909e-14	1.009e-13	9.662e-13
24.53	1.320e-12	1.786e-14	8.789e-14	1.258e-13	1.089e-12
24.64	9.446e-13	1.677e-14	5.081e-14	9.957e-14	7.774e-13
24.76	9.371e-13	1.549e-14	4.743e-14	9.938e-14	7.748e-13
24.87	1.410e-12	1.672e-14	9.968e-14	9.067e-14	1.203e-12
24.98	1.267e-12	1.588e-14	6.728e-14	1.076e-13	1.076e-12
25.09	1.168e-12	1.882e-14	5.525e-14	1.275e-13	9.664e-13
25.21	1.244e-12	1.532e-14	4.897e-14	8.149e-14	1.098e-12
25.32	9.190e-13	2.611e-14	5.115e-14	9.321e-14	7.485e-13
25.43	1.115e-12	1.438e-14	5.677e-14	9.744e-14	9.460e-13
25.54	7.813e-13	1.287e-14	3.209e-14	6.294e-14	6.734e-13
25.66	8.008e-13	5.993e-14	5.100e-14	6.184e-14	6.280e-13
25.77	9.845e-13	1.353e-14	3.306e-14	5.616e-14	8.818e-13
25.88	7.810e-13	2.232e-14	4.702e-14	7.285e-14	6.388e-13
25.99	9.940e-13	1.173e-14	3.888e-14	1.109e-13	8.325e-13
26.11	8.938e-13	1.944e-14	3.884e-14	6.422e-14	7.713e-13
26.22	9.050e-13	9.977e-15	2.763e-14	6.681e-14	8.006e-13
26.33	9.784e-13	9.135e-15	2.773e-14	4.924e-14	8.923e-13
26.44	8.353e-13	1.205e-14	4.543e-14	5.516e-14	7.226e-13
26.56	1.193e-12	8.326e-15	5.037e-14	4.664e-13	6.679e-13
26.67	8.320e-13	7.937e-15	2.709e-14	5.141e-14	7.456e-13
26.78	6.773e-13	1.029e-14	2.687e-14	5.691e-14	5.833e-13
26.89	7.253e-13	7.850e-15	3.887e-14	4.516e-14	6.334e-13
27.01	8.535e-13	8.389e-15	2.312e-14	1.631e-13	6.589e-13
27.12	9.459e-13	7.537e-15	2.461e-14	6.732e-14	8.465e-13
27.23	8.245e-13	2.569e-14	3.021e-14	6.594e-14	7.026e-13
27.34	9.191e-13	7.615e-15	2.806e-14	8.180e-14	8.016e-13
27.46	6.491e-13	1.338e-14	2.740e-14	4.496e-14	5.633e-13
27.57	7.476e-13	6.446e-15	2.146e-14	4.823e-14	6.714e-13
27.68	6.587e-13	8.444e-15	2.582e-14	3.390e-14	5.906e-13
27.79	6.978e-13	7.787e-15	1.902e-14	4.385e-14	6.271e-13
27.91	8.023e-13	7.548e-15	3.851e-14	6.785e-14	6.884e-13
28.02	5.796e-13	5.285e-15	1.954e-14	3.933e-14	5.155e-13
